Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age
9529,02-02-2021 12:00,02-01-2021 00:00,01-02-2021 07:53,Surat,376,VANDALISM,75
9530,03-02-2021 16:00,02-01-2021 01:00,01-02-2021 12:51,Indore,438,DOMESTIC VIOLENCE,48
9531,01-02-2021 20:00,02-01-2021 02:00,01-02-2021 19:00,Bangalore,381,HOMICIDE,56
9532,03-02-2021 12:00,02-01-2021 03:00,02-02-2021 01:57,Ahmedabad,317,PUBLIC INTOXICATION,66
9533,01-02-2021 23:00,02-01-2021 04:00,01-02-2021 22:29,Hyderabad,398,ARSON,49
9534,02-02-2021 20:00,02-01-2021 05:00,01-02-2021 21:04,Mumbai,385,HOMICIDE,50
9535,01-02-2021 10:00,02-01-2021 06:00,01-02-2021 17:57,Delhi,582,DOMESTIC VIOLENCE,70
9536,02-02-2021 18:00,02-01-2021 07:00,02-02-2021 03:59,Bangalore,125,ASSAULT,54
9537,02-02-2021 16:00,02-01-2021 08:00,02-02-2021 05:04,Bangalore,178,ILLEGAL POSSESSION,57
9538,02-02-2021 10:00,02-01-2021 09:00,01-02-2021 18:20,Pune,276,VEHICLE - STOLEN,48
9539,02-02-2021 00:00,02-01-2021 10:00,02-02-2021 05:01,Bangalore,173,TRAFFIC VIOLATION,78
9540,02-02-2021 22:00,02-01-2021 11:00,01-02-2021 12:07,Pune,521,DOMESTIC VIOLENCE,76
9541,03-02-2021 17:00,02-01-2021 12:00,02-02-2021 07:39,Mumbai,466,ASSAULT,73
9542,01-02-2021 14:00,02-01-2021 13:00,01-02-2021 14:37,Nagpur,164,ILLEGAL POSSESSION,26
9543,04-02-2021 10:00,02-01-2021 14:00,02-02-2021 13:06,Kolkata,596,ASSAULT,59
9544,03-02-2021 17:00,02-01-2021 15:00,01-02-2021 22:15,Bangalore,171,FRAUD,75
9545,03-02-2021 22:00,02-01-2021 16:00,02-02-2021 10:51,Bangalore,312,IDENTITY THEFT,56
9546,03-02-2021 05:00,02-01-2021 17:00,02-02-2021 10:09,Mumbai,208,COUNTERFEITING,23
9547,02-02-2021 08:00,02-01-2021 18:00,02-02-2021 11:43,Delhi,510,HOMICIDE,66
9548,03-02-2021 01:00,02-01-2021 19:00,02-02-2021 15:43,Mumbai,199,FIREARM OFFENSE,54
9549,02-02-2021 19:00,02-01-2021 20:00,02-02-2021 01:58,Kalyan,146,VANDALISM,16
9550,03-02-2021 07:00,02-01-2021 21:00,02-02-2021 15:36,Nagpur,436,TRAFFIC VIOLATION,39
9551,03-02-2021 14:00,02-01-2021 22:00,02-02-2021 01:34,Surat,370,SEXUAL ASSAULT,47
9552,03-02-2021 02:00,02-01-2021 23:00,02-02-2021 00:39,Surat,337,PUBLIC INTOXICATION,52
9553,03-02-2021 01:00,02-02-2021 00:00,02-02-2021 17:56,Indore,185,DOMESTIC VIOLENCE,50
9554,04-02-2021 09:00,02-02-2021 01:00,02-02-2021 21:46,Delhi,185,SHOPLIFTING,14
9555,03-02-2021 00:00,02-02-2021 02:00,02-02-2021 03:49,Hyderabad,534,VEHICLE - STOLEN,41
9556,04-02-2021 05:00,02-02-2021 03:00,02-02-2021 05:59,Kolkata,135,KIDNAPPING,60
9557,03-02-2021 20:00,02-02-2021 04:00,03-02-2021 00:33,Mumbai,317,DRUG OFFENSE,33
9558,03-02-2021 20:00,02-02-2021 05:00,02-02-2021 16:39,Delhi,443,EXTORTION,63
9559,04-02-2021 02:00,02-02-2021 06:00,03-02-2021 01:38,Bangalore,147,IDENTITY THEFT,49
9560,03-02-2021 08:00,02-02-2021 07:00,02-02-2021 07:17,Mumbai,138,TRAFFIC VIOLATION,12
9561,03-02-2021 19:00,02-02-2021 08:00,03-02-2021 01:16,Lucknow,246,IDENTITY THEFT,20
9562,02-02-2021 16:00,02-02-2021 09:00,02-02-2021 20:08,Visakhapatnam,424,PUBLIC INTOXICATION,69
9563,03-02-2021 17:00,02-02-2021 10:00,02-02-2021 17:30,Ghaziabad,330,HOMICIDE,16
9564,02-02-2021 16:00,02-02-2021 11:00,02-02-2021 19:00,Delhi,120,IDENTITY THEFT,12
9565,02-02-2021 14:00,02-02-2021 12:00,02-02-2021 14:13,Ludhiana,461,FRAUD,35
9566,03-02-2021 05:00,02-02-2021 13:00,03-02-2021 06:21,Nagpur,173,TRAFFIC VIOLATION,58
9567,05-02-2021 05:00,02-02-2021 14:00,03-02-2021 13:59,Delhi,245,SHOPLIFTING,10
9568,05-02-2021 13:00,02-02-2021 15:00,02-02-2021 19:15,Mumbai,243,SHOPLIFTING,35
9569,04-02-2021 07:00,02-02-2021 16:00,03-02-2021 12:25,Bangalore,474,DRUG OFFENSE,60
9570,03-02-2021 23:00,02-02-2021 17:00,03-02-2021 09:24,Bhopal,528,COUNTERFEITING,40
9571,03-02-2021 00:00,02-02-2021 18:00,03-02-2021 02:23,Mumbai,169,SHOPLIFTING,76
9572,03-02-2021 12:00,02-02-2021 19:00,03-02-2021 00:21,Mumbai,466,CYBERCRIME,32
9573,05-02-2021 08:00,02-02-2021 20:00,03-02-2021 08:10,Indore,542,IDENTITY THEFT,41
9574,04-02-2021 13:00,02-02-2021 21:00,03-02-2021 09:57,Chennai,159,SHOPLIFTING,25
9575,04-02-2021 23:00,02-02-2021 22:00,02-02-2021 23:05,Jaipur,149,EXTORTION,22
9576,05-02-2021 18:00,02-02-2021 23:00,03-02-2021 06:59,Ahmedabad,250,KIDNAPPING,16
9577,03-02-2021 20:00,02-03-2021 00:00,03-02-2021 07:04,Hyderabad,453,DRUG OFFENSE,66
9578,05-02-2021 03:00,02-03-2021 01:00,03-02-2021 03:17,Kolkata,597,FRAUD,75
9579,05-02-2021 12:00,02-03-2021 02:00,03-02-2021 22:50,Mumbai,275,DRUG OFFENSE,43
9580,05-02-2021 03:00,02-03-2021 03:00,03-02-2021 12:27,Delhi,393,BURGLARY,61
9581,03-02-2021 12:00,02-03-2021 04:00,04-02-2021 03:20,Bangalore,228,ILLEGAL POSSESSION,50
9582,05-02-2021 02:00,02-03-2021 05:00,03-02-2021 09:06,Kolkata,261,DOMESTIC VIOLENCE,46
9583,04-02-2021 03:00,02-03-2021 06:00,04-02-2021 03:45,Mumbai,465,HOMICIDE,44
9584,05-02-2021 04:00,02-03-2021 07:00,03-02-2021 22:37,Jaipur,380,BURGLARY,66
9585,03-02-2021 19:00,02-03-2021 08:00,04-02-2021 00:05,Kanpur,285,VANDALISM,44
9586,04-02-2021 22:00,02-03-2021 09:00,04-02-2021 03:58,Hyderabad,116,SHOPLIFTING,37
9587,04-02-2021 22:00,02-03-2021 10:00,03-02-2021 12:24,Bangalore,296,ASSAULT,35
9588,03-02-2021 19:00,02-03-2021 11:00,04-02-2021 03:17,Mumbai,371,KIDNAPPING,29
9589,05-02-2021 21:00,02-03-2021 12:00,03-02-2021 22:19,Nagpur,250,PUBLIC INTOXICATION,14
9590,06-02-2021 12:00,02-03-2021 13:00,04-02-2021 07:39,Delhi,287,TRAFFIC VIOLATION,10
9591,04-02-2021 01:00,02-03-2021 14:00,04-02-2021 02:57,Bangalore,265,SHOPLIFTING,79
9592,04-02-2021 16:00,02-03-2021 15:00,04-02-2021 10:18,Mumbai,454,FRAUD,20
9593,06-02-2021 14:00,02-03-2021 16:00,04-02-2021 09:53,Kolkata,444,CYBERCRIME,48
9594,05-02-2021 04:00,02-03-2021 17:00,03-02-2021 23:43,Ahmedabad,384,TRAFFIC VIOLATION,11
9595,05-02-2021 04:00,02-03-2021 18:00,03-02-2021 18:40,Bangalore,384,HOMICIDE,11
9596,06-02-2021 05:00,02-03-2021 19:00,04-02-2021 15:52,Chennai,362,FIREARM OFFENSE,72
9597,04-02-2021 21:00,02-03-2021 20:00,03-02-2021 22:53,Mumbai,153,FIREARM OFFENSE,72
9598,06-02-2021 05:00,02-03-2021 21:00,04-02-2021 18:16,Bangalore,240,HOMICIDE,70
9599,04-02-2021 10:00,02-03-2021 22:00,04-02-2021 14:57,Kolkata,108,FIREARM OFFENSE,53
9600,05-02-2021 19:00,02-03-2021 23:00,04-02-2021 21:31,Hyderabad,214,IDENTITY THEFT,67
9601,06-02-2021 11:00,02-04-2021 00:00,04-02-2021 03:09,Ahmedabad,398,EXTORTION,71
9602,04-02-2021 14:00,02-04-2021 01:00,04-02-2021 08:17,Hyderabad,237,FIREARM OFFENSE,77
9603,05-02-2021 03:00,02-04-2021 02:00,04-02-2021 10:29,Bangalore,359,HOMICIDE,49
9604,04-02-2021 15:00,02-04-2021 03:00,04-02-2021 19:29,Meerut,122,PUBLIC INTOXICATION,22
9605,05-02-2021 16:00,02-04-2021 04:00,04-02-2021 04:17,Mumbai,400,EXTORTION,51
9606,07-02-2021 02:00,02-04-2021 05:00,04-02-2021 22:15,Ahmedabad,215,DOMESTIC VIOLENCE,36
9607,06-02-2021 10:00,02-04-2021 06:00,04-02-2021 11:32,Faridabad,221,CYBERCRIME,12
9608,05-02-2021 02:00,02-04-2021 07:00,04-02-2021 21:55,Delhi,195,VEHICLE - STOLEN,48
9609,04-02-2021 09:00,02-04-2021 08:00,04-02-2021 19:12,Mumbai,120,SHOPLIFTING,65
9610,07-02-2021 08:00,02-04-2021 09:00,04-02-2021 23:07,Vasai,269,SEXUAL ASSAULT,59
9611,07-02-2021 00:00,02-04-2021 10:00,05-02-2021 05:33,Pune,576,ILLEGAL POSSESSION,70
9612,06-02-2021 18:00,02-04-2021 11:00,04-02-2021 11:26,Agra,417,ILLEGAL POSSESSION,36
9613,05-02-2021 00:00,02-04-2021 12:00,05-02-2021 04:49,Kanpur,396,COUNTERFEITING,37
9614,05-02-2021 09:00,02-04-2021 13:00,04-02-2021 20:41,Indore,454,CYBERCRIME,22
9615,07-02-2021 05:00,02-04-2021 14:00,05-02-2021 05:28,Bangalore,552,ARSON,42
9616,05-02-2021 06:00,02-04-2021 15:00,04-02-2021 16:09,Ghaziabad,356,DRUG OFFENSE,13
9617,04-02-2021 18:00,02-04-2021 16:00,04-02-2021 17:23,Kolkata,304,ASSAULT,25
9618,04-02-2021 22:00,02-04-2021 17:00,05-02-2021 10:27,Ghaziabad,216,ILLEGAL POSSESSION,37
9619,06-02-2021 00:00,02-04-2021 18:00,05-02-2021 13:12,Delhi,381,SEXUAL ASSAULT,42
9620,06-02-2021 23:00,02-04-2021 19:00,05-02-2021 16:09,Rajkot,569,BURGLARY,52
9621,06-02-2021 16:00,02-04-2021 20:00,05-02-2021 13:13,Mumbai,291,DRUG OFFENSE,37
9622,07-02-2021 16:00,02-04-2021 21:00,05-02-2021 02:47,Kolkata,302,DRUG OFFENSE,64
9623,06-02-2021 08:00,02-04-2021 22:00,05-02-2021 04:43,Visakhapatnam,430,BURGLARY,58
9624,07-02-2021 09:00,02-04-2021 23:00,05-02-2021 06:58,Nagpur,509,COUNTERFEITING,27
9625,07-02-2021 00:00,02-05-2021 00:00,05-02-2021 12:08,Pune,558,FRAUD,29
9626,05-02-2021 09:00,02-05-2021 01:00,05-02-2021 07:38,Bangalore,479,EXTORTION,23
9627,07-02-2021 08:00,02-05-2021 02:00,05-02-2021 10:56,Delhi,251,PUBLIC INTOXICATION,14
9628,07-02-2021 15:00,02-05-2021 03:00,06-02-2021 02:15,Ludhiana,247,TRAFFIC VIOLATION,65
9629,05-02-2021 07:00,02-05-2021 04:00,05-02-2021 13:46,Pune,436,SHOPLIFTING,44
9630,05-02-2021 14:00,02-05-2021 05:00,05-02-2021 07:42,Jaipur,159,PUBLIC INTOXICATION,64
9631,06-02-2021 19:00,02-05-2021 06:00,05-02-2021 21:11,Bangalore,458,ROBBERY,48
9632,05-02-2021 21:00,02-05-2021 07:00,05-02-2021 12:33,Visakhapatnam,232,SEXUAL ASSAULT,16
9633,08-02-2021 05:00,02-05-2021 08:00,06-02-2021 06:22,Surat,329,SEXUAL ASSAULT,66
9634,06-02-2021 02:00,02-05-2021 09:00,06-02-2021 06:43,Nagpur,173,FIREARM OFFENSE,36
9635,06-02-2021 18:00,02-05-2021 10:00,06-02-2021 07:33,Hyderabad,417,DRUG OFFENSE,21
9636,06-02-2021 22:00,02-05-2021 11:00,06-02-2021 07:03,Delhi,452,BURGLARY,13
9637,08-02-2021 05:00,02-05-2021 12:00,06-02-2021 04:57,Pune,496,CYBERCRIME,51
9638,08-02-2021 02:00,02-05-2021 13:00,05-02-2021 23:19,Delhi,353,VEHICLE - STOLEN,43
9639,06-02-2021 04:00,02-05-2021 14:00,05-02-2021 14:45,Lucknow,332,ILLEGAL POSSESSION,65
9640,06-02-2021 17:00,02-05-2021 15:00,05-02-2021 22:22,Surat,547,FRAUD,12
9641,06-02-2021 17:00,02-05-2021 16:00,06-02-2021 03:42,Delhi,529,ARSON,13
9642,07-02-2021 16:00,02-05-2021 17:00,06-02-2021 15:28,Lucknow,554,ARSON,66
9643,07-02-2021 00:00,02-05-2021 18:00,06-02-2021 14:37,Kanpur,189,SEXUAL ASSAULT,12
9644,07-02-2021 02:00,02-05-2021 19:00,05-02-2021 23:17,Bangalore,331,ARSON,33
9645,08-02-2021 15:00,02-05-2021 20:00,06-02-2021 08:47,Delhi,256,IDENTITY THEFT,56
9646,08-02-2021 10:00,02-05-2021 21:00,06-02-2021 04:02,Mumbai,483,ILLEGAL POSSESSION,36
9647,07-02-2021 19:00,02-05-2021 22:00,05-02-2021 23:11,Delhi,506,FRAUD,54
9648,07-02-2021 12:00,02-05-2021 23:00,06-02-2021 03:11,Bangalore,285,VEHICLE - STOLEN,40
9649,08-02-2021 17:00,02-06-2021 00:00,06-02-2021 20:11,Thane,493,VEHICLE - STOLEN,21
9650,06-02-2021 18:00,02-06-2021 01:00,06-02-2021 12:14,Hyderabad,390,CYBERCRIME,30
9651,07-02-2021 04:00,02-06-2021 02:00,07-02-2021 01:41,Patna,414,ARSON,30
9652,07-02-2021 07:00,02-06-2021 03:00,07-02-2021 02:06,Chennai,220,DOMESTIC VIOLENCE,16
9653,07-02-2021 14:00,02-06-2021 04:00,06-02-2021 09:14,Ludhiana,476,COUNTERFEITING,55
9654,09-02-2021 00:00,02-06-2021 05:00,07-02-2021 02:33,Kolkata,319,FIREARM OFFENSE,24
9655,08-02-2021 21:00,02-06-2021 06:00,06-02-2021 08:08,Delhi,112,IDENTITY THEFT,15
9656,06-02-2021 14:00,02-06-2021 07:00,07-02-2021 05:13,Jaipur,341,COUNTERFEITING,46
9657,06-02-2021 20:00,02-06-2021 08:00,07-02-2021 05:37,Bangalore,578,SEXUAL ASSAULT,47
9658,09-02-2021 04:00,02-06-2021 09:00,06-02-2021 13:02,Bangalore,422,EXTORTION,52
9659,08-02-2021 11:00,02-06-2021 10:00,06-02-2021 10:19,Nashik,494,DRUG OFFENSE,17
9660,07-02-2021 22:00,02-06-2021 11:00,07-02-2021 02:12,Lucknow,197,KIDNAPPING,50
9661,07-02-2021 17:00,02-06-2021 12:00,06-02-2021 21:29,Rajkot,146,DRUG OFFENSE,69
9662,09-02-2021 07:00,02-06-2021 13:00,06-02-2021 19:31,Varanasi,113,DOMESTIC VIOLENCE,22
9663,08-02-2021 09:00,02-06-2021 14:00,06-02-2021 21:07,Pune,146,FIREARM OFFENSE,56
9664,09-02-2021 00:00,02-06-2021 15:00,06-02-2021 16:06,Delhi,103,IDENTITY THEFT,22
9665,07-02-2021 20:00,02-06-2021 16:00,06-02-2021 23:47,Mumbai,341,KIDNAPPING,67
9666,08-02-2021 02:00,02-06-2021 17:00,07-02-2021 12:30,Hyderabad,483,SEXUAL ASSAULT,20
9667,09-02-2021 17:00,02-06-2021 18:00,07-02-2021 08:33,Delhi,521,HOMICIDE,49
9668,09-02-2021 03:00,02-06-2021 19:00,07-02-2021 15:02,Kolkata,311,ILLEGAL POSSESSION,29
9669,07-02-2021 00:00,02-06-2021 20:00,07-02-2021 06:30,Delhi,317,ASSAULT,64
9670,07-02-2021 21:00,02-06-2021 21:00,06-02-2021 23:38,Jaipur,227,PUBLIC INTOXICATION,38
9671,09-02-2021 16:00,02-06-2021 22:00,06-02-2021 22:13,Kolkata,434,BURGLARY,39
9672,08-02-2021 13:00,02-06-2021 23:00,07-02-2021 16:48,Jaipur,139,FRAUD,56
9673,07-02-2021 18:00,02-07-2021 00:00,07-02-2021 22:56,Chennai,401,ILLEGAL POSSESSION,69
9674,09-02-2021 12:00,02-07-2021 01:00,08-02-2021 00:59,Visakhapatnam,313,CYBERCRIME,10
9675,09-02-2021 09:00,02-07-2021 02:00,07-02-2021 21:25,Hyderabad,176,DOMESTIC VIOLENCE,59
9676,08-02-2021 14:00,02-07-2021 03:00,07-02-2021 06:55,Visakhapatnam,149,SHOPLIFTING,43
9677,07-02-2021 11:00,02-07-2021 04:00,07-02-2021 07:07,Ahmedabad,334,HOMICIDE,15
9678,08-02-2021 06:00,02-07-2021 05:00,07-02-2021 09:28,Indore,300,CYBERCRIME,29
9679,09-02-2021 04:00,02-07-2021 06:00,07-02-2021 20:55,Bangalore,119,KIDNAPPING,73
9680,07-02-2021 10:00,02-07-2021 07:00,07-02-2021 18:02,Kolkata,434,COUNTERFEITING,45
9681,09-02-2021 21:00,02-07-2021 08:00,08-02-2021 04:48,Hyderabad,109,ARSON,45
9682,09-02-2021 21:00,02-07-2021 09:00,07-02-2021 14:26,Delhi,496,HOMICIDE,59
9683,07-02-2021 11:00,02-07-2021 10:00,08-02-2021 06:52,Nashik,166,VEHICLE - STOLEN,38
9684,08-02-2021 04:00,02-07-2021 11:00,08-02-2021 01:47,Thane,531,IDENTITY THEFT,36
9685,08-02-2021 17:00,02-07-2021 12:00,08-02-2021 07:34,Kolkata,285,TRAFFIC VIOLATION,25
9686,07-02-2021 16:00,02-07-2021 13:00,08-02-2021 02:59,Hyderabad,298,ILLEGAL POSSESSION,79
9687,09-02-2021 14:00,02-07-2021 14:00,07-02-2021 14:41,Delhi,508,HOMICIDE,74
9688,08-02-2021 15:00,02-07-2021 15:00,08-02-2021 00:57,Hyderabad,512,FRAUD,49
9689,10-02-2021 01:00,02-07-2021 16:00,08-02-2021 04:10,Pune,406,CYBERCRIME,64
9690,08-02-2021 13:00,02-07-2021 17:00,08-02-2021 09:33,Jaipur,270,ARSON,77
9691,10-02-2021 07:00,02-07-2021 18:00,08-02-2021 08:33,Pune,183,BURGLARY,19
9692,09-02-2021 07:00,02-07-2021 19:00,08-02-2021 13:53,Kolkata,331,KIDNAPPING,40
9693,10-02-2021 13:00,02-07-2021 20:00,08-02-2021 03:46,Chennai,581,CYBERCRIME,23
9694,08-02-2021 01:00,02-07-2021 21:00,08-02-2021 14:02,Mumbai,281,VANDALISM,51
9695,08-02-2021 18:00,02-07-2021 22:00,08-02-2021 09:14,Agra,309,CYBERCRIME,44
9696,08-02-2021 00:00,02-07-2021 23:00,08-02-2021 22:58,Mumbai,531,VANDALISM,70
9697,10-02-2021 19:00,02-08-2021 00:00,08-02-2021 08:28,Bangalore,242,BURGLARY,54
9698,10-02-2021 12:00,02-08-2021 01:00,08-02-2021 07:15,Mumbai,542,SHOPLIFTING,68
9699,10-02-2021 21:00,02-08-2021 02:00,08-02-2021 15:45,Lucknow,478,KIDNAPPING,21
9700,10-02-2021 05:00,02-08-2021 03:00,08-02-2021 11:57,Ahmedabad,425,EXTORTION,61
9701,09-02-2021 03:00,02-08-2021 04:00,08-02-2021 09:23,Jaipur,386,FIREARM OFFENSE,68
9702,10-02-2021 08:00,02-08-2021 05:00,08-02-2021 13:03,Bangalore,309,DOMESTIC VIOLENCE,41
9703,09-02-2021 14:00,02-08-2021 06:00,08-02-2021 22:02,Surat,164,ILLEGAL POSSESSION,28
9704,11-02-2021 03:00,02-08-2021 07:00,09-02-2021 04:02,Kanpur,470,KIDNAPPING,50
9705,08-02-2021 09:00,02-08-2021 08:00,09-02-2021 03:32,Ahmedabad,501,BURGLARY,45
9706,10-02-2021 08:00,02-08-2021 09:00,08-02-2021 21:11,Mumbai,437,KIDNAPPING,62
9707,11-02-2021 01:00,02-08-2021 10:00,08-02-2021 19:34,Kalyan,319,TRAFFIC VIOLATION,79
9708,10-02-2021 13:00,02-08-2021 11:00,09-02-2021 07:25,Mumbai,111,ARSON,31
9709,11-02-2021 03:00,02-08-2021 12:00,09-02-2021 09:10,Ahmedabad,179,ROBBERY,42
9710,11-02-2021 10:00,02-08-2021 13:00,09-02-2021 04:49,Pune,288,ROBBERY,10
9711,10-02-2021 12:00,02-08-2021 14:00,09-02-2021 09:10,Jaipur,260,FIREARM OFFENSE,74
9712,10-02-2021 03:00,02-08-2021 15:00,09-02-2021 00:22,Surat,137,VANDALISM,54
9713,10-02-2021 05:00,02-08-2021 16:00,09-02-2021 10:04,Chennai,295,TRAFFIC VIOLATION,39
9714,10-02-2021 07:00,02-08-2021 17:00,09-02-2021 13:12,Bangalore,238,DOMESTIC VIOLENCE,42
9715,09-02-2021 02:00,02-08-2021 18:00,09-02-2021 11:12,Ahmedabad,219,SHOPLIFTING,32
9716,11-02-2021 05:00,02-08-2021 19:00,09-02-2021 14:32,Hyderabad,363,COUNTERFEITING,71
9717,10-02-2021 07:00,02-08-2021 20:00,09-02-2021 15:44,Delhi,592,ARSON,30
9718,11-02-2021 06:00,02-08-2021 21:00,09-02-2021 13:31,Mumbai,527,ROBBERY,73
9719,10-02-2021 17:00,02-08-2021 22:00,09-02-2021 00:59,Patna,275,DOMESTIC VIOLENCE,18
9720,10-02-2021 14:00,02-08-2021 23:00,09-02-2021 20:22,Mumbai,123,VANDALISM,47
9721,09-02-2021 17:00,02-09-2021 00:00,09-02-2021 15:12,Ahmedabad,103,PUBLIC INTOXICATION,55
9722,09-02-2021 23:00,02-09-2021 01:00,09-02-2021 13:30,Vasai,476,ARSON,11
9723,10-02-2021 03:00,02-09-2021 02:00,09-02-2021 21:09,Ahmedabad,162,ILLEGAL POSSESSION,71
9724,11-02-2021 09:00,02-09-2021 03:00,09-02-2021 16:11,Varanasi,382,ROBBERY,18
9725,09-02-2021 11:00,02-09-2021 04:00,09-02-2021 06:43,Pune,500,ILLEGAL POSSESSION,66
9726,10-02-2021 00:00,02-09-2021 05:00,09-02-2021 11:30,Hyderabad,471,SEXUAL ASSAULT,61
9727,09-02-2021 16:00,02-09-2021 06:00,09-02-2021 20:12,Bangalore,551,COUNTERFEITING,75
9728,12-02-2021 00:00,02-09-2021 07:00,09-02-2021 17:28,Delhi,196,VANDALISM,76
9729,10-02-2021 05:00,02-09-2021 08:00,09-02-2021 23:59,Ghaziabad,184,DRUG OFFENSE,61
9730,12-02-2021 08:00,02-09-2021 09:00,10-02-2021 00:31,Ludhiana,585,HOMICIDE,24
9731,11-02-2021 23:00,02-09-2021 10:00,09-02-2021 22:02,Bangalore,386,FIREARM OFFENSE,35
9732,12-02-2021 00:00,02-09-2021 11:00,09-02-2021 16:21,Nashik,346,VEHICLE - STOLEN,74
9733,12-02-2021 09:00,02-09-2021 12:00,09-02-2021 18:12,Jaipur,203,ASSAULT,66
9734,11-02-2021 05:00,02-09-2021 13:00,10-02-2021 10:13,Delhi,346,CYBERCRIME,52
9735,10-02-2021 10:00,02-09-2021 14:00,10-02-2021 03:05,Mumbai,488,KIDNAPPING,59
9736,11-02-2021 20:00,02-09-2021 15:00,09-02-2021 20:41,Visakhapatnam,244,BURGLARY,71
9737,10-02-2021 16:00,02-09-2021 16:00,10-02-2021 02:30,Surat,217,ARSON,36
9738,11-02-2021 16:00,02-09-2021 17:00,10-02-2021 11:35,Indore,396,COUNTERFEITING,45
9739,10-02-2021 16:00,02-09-2021 18:00,09-02-2021 18:39,Mumbai,370,SEXUAL ASSAULT,68
9740,11-02-2021 04:00,02-09-2021 19:00,10-02-2021 00:46,Hyderabad,193,SEXUAL ASSAULT,39
9741,11-02-2021 17:00,02-09-2021 20:00,10-02-2021 12:31,Mumbai,246,ASSAULT,58
9742,10-02-2021 07:00,02-09-2021 21:00,10-02-2021 06:04,Agra,118,ASSAULT,37
9743,11-02-2021 05:00,02-09-2021 22:00,10-02-2021 15:01,Surat,599,DOMESTIC VIOLENCE,20
9744,10-02-2021 07:00,02-09-2021 23:00,09-02-2021 23:07,Srinagar,477,ILLEGAL POSSESSION,18
9745,10-02-2021 01:00,02-10-2021 00:00,10-02-2021 16:40,Bangalore,543,ROBBERY,63
9746,10-02-2021 15:00,02-10-2021 01:00,10-02-2021 12:58,Surat,462,FIREARM OFFENSE,68
9747,12-02-2021 23:00,02-10-2021 02:00,10-02-2021 16:38,Delhi,282,ASSAULT,18
9748,11-02-2021 04:00,02-10-2021 03:00,10-02-2021 14:40,Nagpur,584,HOMICIDE,79
9749,10-02-2021 05:00,02-10-2021 04:00,10-02-2021 17:59,Delhi,359,BURGLARY,34
9750,12-02-2021 10:00,02-10-2021 05:00,10-02-2021 19:21,Surat,176,PUBLIC INTOXICATION,64
9751,12-02-2021 22:00,02-10-2021 06:00,10-02-2021 19:47,Hyderabad,363,ASSAULT,39
9752,12-02-2021 00:00,02-10-2021 07:00,10-02-2021 21:39,Bangalore,186,HOMICIDE,77
9753,10-02-2021 09:00,02-10-2021 08:00,10-02-2021 17:42,Jaipur,535,COUNTERFEITING,74
9754,11-02-2021 10:00,02-10-2021 09:00,11-02-2021 03:01,Delhi,413,HOMICIDE,18
9755,12-02-2021 20:00,02-10-2021 10:00,11-02-2021 07:26,Delhi,527,BURGLARY,40
9756,12-02-2021 09:00,02-10-2021 11:00,10-02-2021 12:37,Ludhiana,537,SHOPLIFTING,10
9757,10-02-2021 19:00,02-10-2021 12:00,10-02-2021 15:38,Ahmedabad,341,IDENTITY THEFT,26
9758,11-02-2021 04:00,02-10-2021 13:00,11-02-2021 11:15,Bangalore,566,PUBLIC INTOXICATION,30
9759,12-02-2021 09:00,02-10-2021 14:00,11-02-2021 05:23,Meerut,323,BURGLARY,49
9760,13-02-2021 08:00,02-10-2021 15:00,11-02-2021 13:57,Delhi,473,CYBERCRIME,10
9761,10-02-2021 21:00,02-10-2021 16:00,11-02-2021 02:57,Faridabad,384,TRAFFIC VIOLATION,18
9762,11-02-2021 13:00,02-10-2021 17:00,11-02-2021 13:47,Indore,469,DOMESTIC VIOLENCE,74
9763,12-02-2021 14:00,02-10-2021 18:00,11-02-2021 01:54,Rajkot,199,TRAFFIC VIOLATION,53
9764,12-02-2021 20:00,02-10-2021 19:00,11-02-2021 15:48,Pune,156,ROBBERY,35
9765,13-02-2021 05:00,02-10-2021 20:00,11-02-2021 13:06,Delhi,425,BURGLARY,56
9766,12-02-2021 22:00,02-10-2021 21:00,11-02-2021 00:57,Mumbai,383,SHOPLIFTING,17
9767,12-02-2021 15:00,02-10-2021 22:00,11-02-2021 11:49,Chennai,217,COUNTERFEITING,26
9768,12-02-2021 07:00,02-10-2021 23:00,11-02-2021 05:49,Chennai,161,FIREARM OFFENSE,21
9769,12-02-2021 20:00,02-11-2021 00:00,11-02-2021 15:40,Chennai,106,FIREARM OFFENSE,47
9770,13-02-2021 04:00,02-11-2021 01:00,11-02-2021 12:43,Nashik,317,CYBERCRIME,18
9771,12-02-2021 03:00,02-11-2021 02:00,11-02-2021 05:02,Delhi,535,ASSAULT,62
9772,11-02-2021 12:00,02-11-2021 03:00,11-02-2021 17:49,Nagpur,187,ILLEGAL POSSESSION,28
9773,13-02-2021 22:00,02-11-2021 04:00,11-02-2021 13:57,Kolkata,538,VEHICLE - STOLEN,49
9774,14-02-2021 03:00,02-11-2021 05:00,11-02-2021 05:12,Bangalore,116,PUBLIC INTOXICATION,65
9775,14-02-2021 03:00,02-11-2021 06:00,11-02-2021 21:14,Ghaziabad,330,ROBBERY,33
9776,11-02-2021 14:00,02-11-2021 07:00,12-02-2021 05:05,Ludhiana,153,HOMICIDE,47
9777,14-02-2021 02:00,02-11-2021 08:00,11-02-2021 14:21,Chennai,333,SEXUAL ASSAULT,66
